,Point candidates in reduced space,Point candidates in original space,Total penalty,Penalized,EI value
54,[-6.8568279],"[-6.450581489712, -1.848568944452]",-560.210902,penalty,-0.584443
55,[-6.8213839],"[-6.430642557294, -1.819265147941]",-555.286629,penalty,-0.584443
56,[-6.7859400],"[-6.410703624877, -1.789961351431]",-550.362356,penalty,-0.584443
57,[-6.7504960],"[-6.390764692460, -1.760657554920]",-545.438083,penalty,-0.584443
58,[-6.7150521],"[-6.370825760043, -1.731353758409]",-540.513810,penalty,-0.584443
59,[-6.6796081],"[-6.350886827625, -1.702049961899]",-535.589537,penalty,-0.584443
60,[-6.6441642],"[-6.330947895208, -1.672746165388]",-530.665264,penalty,-0.584443
61,[-6.6087202],"[-6.311008962791, -1.643442368878]",-525.740991,penalty,-0.584443
62,[-6.5732763],"[-6.291070030374, -1.614138572367]",-520.816718,penalty,-0.584443
63,[-6.5378323],"[-6.271131097957, -1.584834775857]",-515.892446,penalty,-0.584443
64,[-6.5023884],"[-6.251192165539, -1.555530979346]",-510.968173,penalty,-0.584443
65,[-6.4669444],"[-6.231253233122, -1.526227182836]",-506.043900,penalty,-0.584443
66,[-6.4315005],"[-6.211314300705, -1.496923386325]",-501.119627,penalty,-0.584443
67,[-6.3960565],"[-6.191375368288, -1.467619589815]",-496.195354,penalty,-0.584443
68,[-6.3606126],"[-6.171436435870, -1.438315793304]",-491.271081,penalty,-0.584443
69,[-6.3251686],"[-6.151497503453, -1.409011996794]",-486.346808,penalty,-0.584443
70,[-6.2897247],"[-6.131558571036, -1.379708200283]",-481.422535,penalty,-0.584443
71,[-6.2542807],"[-6.111619638619, -1.350404403772]",-476.498262,penalty,-0.584443
72,[-6.2188368],"[-6.091680706202, -1.321100607262]",-471.573990,penalty,-0.584443
73,[-6.1833928],"[-6.071741773784, -1.291796810751]",-466.649717,penalty,-0.584443
74,[-6.1479489],"[-6.051802841367, -1.262493014241]",-461.725444,penalty,-0.584443
75,[-6.1125049],"[-6.031863908950, -1.233189217730]",-456.801171,penalty,-0.584443
76,[-6.0770610],"[-6.011924976533, -1.203885421220]",-451.876898,penalty,-0.584443
77,[-6.0416170],"[-5.991986044115, -1.174581624709]",-446.952625,penalty,-0.584443
78,[-6.0061731],"[-5.972047111698, -1.145277828199]",-442.028352,penalty,-0.584443
79,[-5.9707291],"[-5.952108179281, -1.115974031688]",-437.104079,penalty,-0.584443
80,[-5.9352852],"[-5.932169246864, -1.086670235178]",-432.179806,penalty,-0.584443
81,[-5.8998412],"[-5.912230314447, -1.057366438667]",-427.255534,penalty,-0.584443
82,[-5.8643973],"[-5.892291382029, -1.028062642156]",-422.331261,penalty,-0.584443
83,[-5.8289533],"[-5.872352449612, -0.998758845646]",-417.406988,penalty,-0.584443
84,[-5.7935094],"[-5.852413517195, -0.969455049135]",-412.482715,penalty,-0.584443
85,[-5.7580654],"[-5.832474584778, -0.940151252625]",-407.558442,penalty,-0.584443
86,[-5.7226215],"[-5.812535652360, -0.910847456114]",-402.634169,penalty,-0.584443
87,[-5.6871775],"[-5.792596719943, -0.881543659604]",-397.709896,penalty,-0.584443
88,[-5.6517336],"[-5.772657787526, -0.852239863093]",-392.785623,penalty,-0.584443
89,[-5.6162896],"[-5.752718855109, -0.822936066583]",-387.861350,penalty,-0.584443
90,[-5.5808457],"[-5.732779922692, -0.793632270072]",-382.937077,penalty,-0.584443
91,[-5.5454018],"[-5.712840990274, -0.764328473562]",-378.012805,penalty,-0.584443
92,[-5.5099578],"[-5.692902057857, -0.735024677051]",-373.088532,penalty,-0.584443
93,[-5.4745139],"[-5.672963125440, -0.705720880540]",-368.164259,penalty,-0.584443
94,[-5.4390699],"[-5.653024193023, -0.676417084030]",-363.239986,penalty,-0.584443
95,[-5.4036260],"[-5.633085260605, -0.647113287519]",-358.315713,penalty,-0.584443
96,[-5.3681820],"[-5.613146328188, -0.617809491009]",-353.391440,penalty,-0.584443
97,[-5.3327381],"[-5.593207395771, -0.588505694498]",-348.467167,penalty,-0.584443
98,[-5.2972941],"[-5.573268463354, -0.559201897988]",-343.542894,penalty,-0.584443
99,[-5.2618502],"[-5.553329530937, -0.529898101477]",-338.618621,penalty,-0.584443
100,[-5.2264062],"[-5.533390598519, -0.500594304967]",-333.694349,penalty,-0.584443
101,[-5.1909623],"[-5.513451666102, -0.471290508456]",-328.770076,penalty,-0.584443
102,[-5.1555183],"[-5.493512733685, -0.441986711946]",-323.845803,penalty,-0.584443
103,[-5.1200744],"[-5.473573801268, -0.412682915435]",-318.921530,penalty,-0.584443
104,[-5.0846304],"[-5.453634868850, -0.383379118925]",-313.997257,penalty,-0.584443
105,[-5.0491865],"[-5.433695936433, -0.354075322414]",-309.072984,penalty,-0.584443
106,[-5.0137425],"[-5.413757004016, -0.324771525903]",-304.148711,penalty,-0.584443
107,[-4.9782986],"[-5.393818071599, -0.295467729393]",-299.224438,penalty,-0.584443
108,[-4.9428546],"[-5.373879139182, -0.266163932882]",-294.300165,penalty,-0.584443
109,[-4.9074107],"[-5.353940206764, -0.236860136372]",-289.375893,penalty,-0.584443
110,[-4.8719667],"[-5.334001274347, -0.207556339861]",-284.451620,penalty,-0.584443
111,[-4.8365228],"[-5.314062341930, -0.178252543351]",-279.527347,penalty,-0.584443
112,[-4.8010788],"[-5.294123409513, -0.148948746840]",-274.603074,penalty,-0.584443
113,[-4.7656349],"[-5.274184477095, -0.119644950330]",-269.678801,penalty,-0.584443
114,[-4.7301909],"[-5.254245544678, -0.090341153819]",-264.754528,penalty,-0.584443
115,[-4.6947470],"[-5.234306612261, -0.061037357309]",-259.830255,penalty,-0.584443
116,[-4.6593030],"[-5.214367679844, -0.031733560798]",-254.905982,penalty,-0.584443
117,[-4.6238591],"[-5.194428747427, -0.002429764287]",-249.981709,penalty,-0.584443
118,[-4.5884151],"[-5.174489815009, 0.026874032223]",-245.057437,penalty,-0.584443
119,[-4.5529712],"[-5.154550882592, 0.056177828734]",-240.133164,penalty,-0.584443
120,[-4.5175272],"[-5.134611950175, 0.085481625244]",-235.208891,penalty,-0.584443
121,[-4.4820833],"[-5.114673017758, 0.114785421755]",-230.284618,penalty,-0.584443
122,[-4.4466393],"[-5.094734085340, 0.144089218265]",-225.360345,penalty,-0.584443
123,[-4.4111954],"[-5.074795152923, 0.173393014776]",-220.436072,penalty,-0.584443
124,[-4.3757514],"[-5.054856220506, 0.202696811286]",-215.511799,penalty,-0.584443
125,[-4.3403075],"[-5.034917288089, 0.232000607797]",-210.587526,penalty,-0.584443
126,[-4.3048635],"[-5.014978355672, 0.261304404307]",-205.663253,penalty,-0.584443
127,[-4.2694196],"[-4.995039423254, 0.290608200818]",-200.738980,penalty,-0.584443
128,[-4.2339756],"[-4.975100490837, 0.319911997329]",-195.814708,penalty,-0.584443
129,[-4.1985317],"[-4.955161558420, 0.349215793839]",-190.890435,penalty,-0.584443
130,[-4.1630877],"[-4.935222626003, 0.378519590350]",-185.966162,penalty,-0.584443
131,[-4.1276438],"[-4.915283693585, 0.407823386860]",-181.041889,penalty,-0.584443
132,[-4.0921998],"[-4.895344761168, 0.437127183371]",-176.117616,penalty,-0.584443
133,[-4.0567559],"[-4.875405828751, 0.466430979881]",-171.193343,penalty,-0.584443
134,[-4.0213119],"[-4.855466896334, 0.495734776392]",-166.269070,penalty,-0.584443
135,[-3.9858680],"[-4.835527963917, 0.525038572902]",-161.344797,penalty,-0.584443
136,[-3.9504240],"[-4.815589031499, 0.554342369413]",-156.420525,penalty,-0.584443
137,[-3.9149801],"[-4.795650099082, 0.583646165923]",-151.496252,penalty,-0.584442
138,[-3.8795362],"[-4.775711166665, 0.612949962434]",-146.571979,penalty,-0.584442
139,[-3.8440922],"[-4.755772234248, 0.642253758944]",-141.647706,penalty,-0.584442
140,[-3.8086483],"[-4.735833301830, 0.671557555455]",-136.723433,penalty,-0.584442
141,[-3.7732043],"[-4.715894369413, 0.700861351966]",-131.799160,penalty,-0.584442
142,[-3.7377604],"[-4.695955436996, 0.730165148476]",-126.874888,penalty,-0.584442
143,[-3.7023164],"[-4.676016504579, 0.759468944987]",-121.950615,penalty,-0.584442
144,[-3.6668725],"[-4.656077572162, 0.788772741497]",-117.026342,penalty,-0.584442
145,[-3.6314285],"[-4.636138639744, 0.818076538008]",-112.102070,penalty,-0.584441
146,[-3.5959846],"[-4.616199707327, 0.847380334518]",-107.177797,penalty,-0.584441
147,[-3.5605406],"[-4.596260774910, 0.876684131029]",-102.253525,penalty,-0.584440
148,[-3.5250967],"[-4.576321842493, 0.905987927539]",-97.329253,penalty,-0.584440
149,[-3.4896527],"[-4.556382910075, 0.935291724050]",-93.628255,penalty,-0.584439
150,[-3.4542088],"[-4.536443977658, 0.964595520560]",-90.697807,penalty,-0.584438
151,[-3.4187648],"[-4.516505045241, 0.993899317071]",-87.767353,penalty,-0.584436
152,[-3.3833209],"[-4.496566112824, 1.023203113582]",-84.836895,penalty,-0.584434
153,[-3.3478769],"[-4.476627180407, 1.052506910092]",-81.906430,penalty,-0.584432
154,[-3.3124330],"[-4.456688247989, 1.081810706603]",-78.975959,penalty,-0.584429
155,[-3.2769890],"[-4.436749315572, 1.111114503113]",-76.045482,penalty,-0.584425
156,[-3.2415451],"[-4.416810383155, 1.140418299624]",-73.114999,penalty,-0.584420
157,[-3.2061011],"[-4.396871450738, 1.169722096134]",-70.184508,penalty,-0.584413
158,[-3.1706572],"[-4.376932518320, 1.199025892645]",-67.254011,penalty,-0.584405
159,[-3.1352132],"[-4.356993585903, 1.228329689155]",-64.323506,penalty,-0.584394
160,[-3.0997693],"[-4.337054653486, 1.257633485666]",-61.392993,penalty,-0.584381
161,[-3.0643253],"[-4.317115721069, 1.286937282176]",-58.462474,penalty,-0.584363
162,[-3.0288814],"[-4.297176788652, 1.316241078687]",-55.531947,penalty,-0.584341
163,[-2.9934374],"[-4.277237856234, 1.345544875198]",-52.601414,penalty,-0.584312
164,[-2.9579935],"[-4.257298923817, 1.374848671708]",-49.670875,penalty,-0.584276
165,[-2.9225495],"[-4.237359991400, 1.404152468219]",-46.740331,penalty,-0.584229
166,[-2.8871056],"[-4.217421058983, 1.433456264729]",-43.809784,penalty,-0.584170
167,[-2.8516616],"[-4.197482126565, 1.462760061240]",-40.879237,penalty,-0.584094
168,[-2.8162177],"[-4.177543194148, 1.492063857750]",-37.948691,penalty,-0.583998
169,[-2.7807737],"[-4.157604261731, 1.521367654261]",-35.018153,penalty,-0.583876
170,[-2.7453298],"[-4.137665329314, 1.550671450771]",-32.087626,penalty,-0.583721
171,[-2.7098858],"[-4.117726396897, 1.579975247282]",-29.157118,penalty,-0.583524
172,[-2.6744419],"[-4.097787464479, 1.609279043792]",-26.226639,penalty,-0.583276
173,[-2.6389979],"[-4.077848532062, 1.638582840303]",-23.296200,penalty,-0.582961
174,[-2.6035540],"[-4.057909599645, 1.667886636813]",-20.365816,penalty,-0.582564
175,[-2.5681100],"[-4.037970667228, 1.697190433324]",-17.435506,penalty,-0.582063
176,[-2.5326661],"[-4.018031734810, 1.726494229835]",-14.505295,penalty,-0.581432
177,[-2.4972221],"[-3.998092802393, 1.755798026345]",-11.575212,penalty,-0.580639
178,[-2.4617782],"[-3.978153869976, 1.785101822856]",-8.645294,penalty,-0.579645
179,[-2.4263342],"[-3.958214937559, 1.814405619366]",-5.715589,penalty,-0.578400
180,[-2.3908903],"[-3.938276005142, 1.843709415877]",-2.786154,penalty,-0.576844
181,[-2.3554463],"[-3.918337072724, 1.873013212387]",0.000000,no penalty,-0.574906
182,[-2.3200024],"[-3.898398140307, 1.902317008898]",0.000000,no penalty,-0.572496
183,[-2.2845584],"[-3.878459207890, 1.931620805408]",0.000000,no penalty,-0.569508
184,[-2.2491145],"[-3.858520275473, 1.960924601919]",0.000000,no penalty,-0.565818
185,[-2.2136706],"[-3.838581343055, 1.990228398429]",0.000000,no penalty,-0.561276
186,[-2.1782266],"[-3.818642410638, 2.019532194940]",0.000000,no penalty,-0.555707
187,[-2.1427827],"[-3.798703478221, 2.048835991451]",0.000000,no penalty,-0.548912
188,[-2.1073387],"[-3.778764545804, 2.078139787961]",0.000000,no penalty,-0.540666
189,[-2.0718948],"[-3.758825613387, 2.107443584472]",0.000000,no penalty,-0.530716
190,[-2.0364508],"[-3.738886680969, 2.136747380982]",0.000000,no penalty,-0.518796
191,[-2.0010069],"[-3.718947748552, 2.166051177493]",0.000000,no penalty,-0.504627
192,[-1.9655629],"[-3.699008816135, 2.195354974003]",0.000000,no penalty,-0.487941
193,[-1.9301190],"[-3.679069883718, 2.224658770514]",0.000000,no penalty,-0.468498
194,[-1.8946750],"[-3.659130951300, 2.253962567024]",0.000000,no penalty,-0.446127
195,[-1.8592311],"[-3.639192018883, 2.283266363535]",0.000000,no penalty,-0.420762
196,[-1.8237871],"[-3.619253086466, 2.312570160045]",0.000000,no penalty,-0.392506
197,[-1.7883432],"[-3.599314154049, 2.341873956556]",0.000000,no penalty,-0.361697
198,[-1.7528992],"[-3.579375221632, 2.371177753067]",0.000000,no penalty,-0.328997
199,[-1.7174553],"[-3.559436289214, 2.400481549577]",0.000000,no penalty,-0.295488
200,[-1.6820113],"[-3.539497356797, 2.429785346088]",0.000000,no penalty,-0.262801
201,[-1.6465674],"[-3.519558424380, 2.459089142598]",0.000000,no penalty,-0.233271
202,[-1.6111234],"[-3.499619491963, 2.488392939109]",0.000000,no penalty,-0.210158
203,[-1.5756795],"[-3.479680559545, 2.517696735619]",0.000000,no penalty,-0.197989
204,[-1.5402355],"[-3.459741627128, 2.547000532130]",0.000000,no penalty,-0.203149
205,[-1.5047916],"[-3.439802694711, 2.576304328640]",0.000000,no penalty,-0.234986
206,[-1.4693476],"[-3.419863762294, 2.605608125151]",0.000000,no penalty,-0.308116
207,[-1.4339037],"[-3.399924829877, 2.634911921661]",0.000000,no penalty,-0.447823
208,[-1.3984597],"[-3.379985897459, 2.664215718172]",0.000000,no penalty,-0.705029
209,[-1.3630158],"[-3.360046965042, 2.693519514682]",0.000000,no penalty,-1.210582
210,[-1.3275718],"[-3.340108032625, 2.722823311193]",0.000000,no penalty,-2.490596
211,[-1.2921279],"[-3.320169100208, 2.752127107704]",0.000000,no penalty,-7.025957
212,[-1.2566839],"[-3.300230167790, 2.781430904214]",0.000000,no penalty,-3.075902
213,[-1.2212400],"[-3.280291235373, 2.810734700725]",0.000000,no penalty,-1.765500
214,[-1.1857960],"[-3.260352302956, 2.840038497235]",0.000000,no penalty,-1.306702
215,[-1.1503521],"[-3.240413370539, 2.869342293746]",0.000000,no penalty,-1.142184
216,[-1.1149081],"[-3.220474438122, 2.898646090256]",0.000000,no penalty,-1.141950
217,[-1.0794642],"[-3.200535505704, 2.927949886767]",0.000000,no penalty,-1.268337
218,[-1.0440202],"[-3.180596573287, 2.957253683277]",0.000000,no penalty,-1.521553
219,[-1.0085763],"[-3.160657640870, 2.986557479788]",0.000000,no penalty,-1.932647
220,[-0.9731323],"[-3.140718708453, 3.015861276298]",0.000000,no penalty,-2.579086
221,[-0.9376884],"[-3.120779776035, 3.045165072809]",0.000000,no penalty,-3.639904
222,[-0.9022444],"[-3.100840843618, 3.074468869320]",0.000000,no penalty,-5.583398
223,[-0.8668005],"[-3.080901911201, 3.103772665830]",0.000000,no penalty,-9.998359
224,[-0.8313565],"[-3.060962978784, 3.133076462341]",0.000000,no penalty,-25.621946
225,[-0.7959126],"[-3.041024046367, 3.162380258851]",0.000000,no penalty,-145.766050
226,[-0.7604686],"[-3.021085113949, 3.191684055362]",0.000000,no penalty,-47.747298
227,[-0.7250247],"[-3.001146181532, 3.220987851872]",0.000000,no penalty,-14.555336
228,[-0.6895807],"[-2.981207249115, 3.250291648383]",0.000000,no penalty,-7.527596
229,[-0.6541368],"[-2.961268316698, 3.279595444893]",0.000000,no penalty,-4.803235
230,[-0.6186928],"[-2.941329384280, 3.308899241404]",0.000000,no penalty,-3.400793
231,[-0.5832489],"[-2.921390451863, 3.338203037914]",0.000000,no penalty,-2.558548
232,[-0.5478050],"[-2.901451519446, 3.367506834425]",0.000000,no penalty,-2.003428
233,[-0.5123610],"[-2.881512587029, 3.396810630936]",0.000000,no penalty,-1.614930
234,[-0.4769171],"[-2.861573654612, 3.426114427446]",0.000000,no penalty,-1.332007
235,[-0.4414731],"[-2.841634722194, 3.455418223957]",0.000000,no penalty,-1.120726
236,[-0.4060292],"[-2.821695789777, 3.484722020467]",0.000000,no penalty,-0.961128
237,[-0.3705852],"[-2.801756857360, 3.514025816978]",0.000000,no penalty,-0.841259
238,[-0.3351413],"[-2.781817924943, 3.543329613488]",0.000000,no penalty,-0.754232
239,[-0.2996973],"[-2.761878992525, 3.572633409999]",0.000000,no penalty,-0.696726
240,[-0.2642534],"[-2.741940060108, 3.601937206509]",0.000000,no penalty,-0.668244
241,[-0.2288094],"[-2.722001127691, 3.631241003020]",0.000000,no penalty,-0.670861
242,[-0.1933655],"[-2.702062195274, 3.660544799530]",0.000000,no penalty,-0.709383
243,[-0.1579215],"[-2.682123262857, 3.689848596041]",0.000000,no penalty,-0.792028
244,[-0.1224776],"[-2.662184330439, 3.719152392551]",0.000000,no penalty,-0.931938
245,[-0.0870336],"[-2.642245398022, 3.748456189062]",0.000000,no penalty,-1.150432
246,[-0.0515897],"[-2.622306465605, 3.777759985573]",0.000000,no penalty,-1.484535
247,[-0.0161457],"[-2.602367533188, 3.807063782083]",0.000000,no penalty,-2.006205
248,[0.0192982],"[-2.582428600770, 3.836367578594]",0.000000,no penalty,-2.799838
249,[0.0547422],"[-2.562489668353, 3.865671375104]",0.000000,no penalty,-2.139018
250,[0.0901861],"[-2.542550735936, 3.894975171615]",0.000000,no penalty,-1.087586
251,[0.1256301],"[-2.522611803519, 3.924278968125]",0.000000,no penalty,-0.654939
252,[0.1610740],"[-2.502672871102, 3.953582764636]",0.000000,no penalty,-0.469045
253,[0.1965180],"[-2.482733938684, 3.982886561146]",0.000000,no penalty,-0.440140
254,[0.2319619],"[-2.462795006267, 4.012190357657]",0.000000,no penalty,-0.556596
255,[0.2674059],"[-2.442856073850, 4.041494154167]",0.000000,no penalty,-0.861607
256,[0.3028498],"[-2.422917141433, 4.070797950678]",0.000000,no penalty,-1.516837
257,[0.3382938],"[-2.402978209015, 4.100101747189]",0.000000,no penalty,-2.580644
258,[0.3737377],"[-2.383039276598, 4.129405543699]",0.000000,no penalty,-1.601436
259,[0.4091817],"[-2.363100344181, 4.158709340210]",0.000000,no penalty,-0.901705
260,[0.4446256],"[-2.343161411764, 4.188013136720]",0.000000,no penalty,-0.556911
261,[0.4800696],"[-2.323222479346, 4.217316933231]",0.000000,no penalty,-0.409975
262,[0.5155135],"[-2.303283546929, 4.246620729741]",0.000000,no penalty,-0.426226
263,[0.5509575],"[-2.283344614512, 4.275924526252]",0.000000,no penalty,-0.642396
264,[0.5864014],"[-2.263405682095, 4.305228322762]",0.000000,no penalty,-1.227720
265,[0.6218454],"[-2.243466749678, 4.334532119273]",0.000000,no penalty,-2.962128
266,[0.6572893],"[-2.223527817260, 4.363835915783]",0.000000,no penalty,-12.956117
267,[0.6927333],"[-2.203588884843, 4.393139712294]",0.000000,no penalty,-16.636245
268,[0.7281772],"[-2.183649952426, 4.422443508805]",0.000000,no penalty,-9.640328
269,[0.7636212],"[-2.163711020009, 4.451747305315]",0.000000,no penalty,-8.404139
270,[0.7990651],"[-2.143772087591, 4.481051101826]",0.000000,no penalty,-9.010899
271,[0.8345091],"[-2.123833155174, 4.510354898336]",0.000000,no penalty,-11.088665
272,[0.8699530],"[-2.103894222757, 4.539658694847]",0.000000,no penalty,-15.456252
273,[0.9053970],"[-2.083955290340, 4.568962491357]",0.000000,no penalty,-25.127394
274,[0.9408409],"[-2.064016357923, 4.598266287868]",0.000000,no penalty,-52.683636
275,[0.9762849],"[-2.044077425505, 4.627570084378]",0.000000,no penalty,-190.020252
276,[1.0117288],"[-2.024138493088, 4.656873880889]",0.000000,no penalty,-565.501527
277,[1.0471727],"[-2.004199560671, 4.686177677399]",0.000000,no penalty,-103.057608
278,[1.0826167],"[-1.984260628254, 4.715481473910]",0.000000,no penalty,-37.240653
279,[1.1180606],"[-1.964321695836, 4.744785270420]",0.000000,no penalty,-19.628720
280,[1.1535046],"[-1.944382763419, 4.774089066931]",0.000000,no penalty,-12.372596
281,[1.1889485],"[-1.924443831002, 4.803392863442]",0.000000,no penalty,-8.611920
282,[1.2243925],"[-1.904504898585, 4.832696659952]",0.000000,no penalty,-6.373869
283,[1.2598364],"[-1.884565966168, 4.862000456463]",0.000000,no penalty,-4.916348
284,[1.2952804],"[-1.864627033750, 4.891304252973]",0.000000,no penalty,-3.906669
285,[1.3307243],"[-1.844688101333, 4.920608049484]",0.000000,no penalty,-3.175945
286,[1.3661683],"[-1.824749168916, 4.949911845994]",0.000000,no penalty,-2.630087
287,[1.4016122],"[-1.804810236499, 4.979215642505]",0.000000,no penalty,-2.212734
288,[1.4370562],"[-1.784871304081, 5.008519439015]",-0.910340,penalty,-1.888101
289,[1.4725001],"[-1.764932371664, 5.037823235526]",-4.004752,penalty,-1.632358
290,[1.5079441],"[-1.744993439247, 5.067127032036]",-7.053409,penalty,-1.428992
291,[1.5433880],"[-1.725054506830, 5.096430828547]",-10.067587,penalty,-1.266172
292,[1.5788320],"[-1.705115574413, 5.125734625058]",-13.055501,penalty,-1.135183
293,[1.6142759],"[-1.685176641995, 5.155038421568]",-16.023277,penalty,-1.029453
294,[1.6497199],"[-1.665237709578, 5.184342218079]",-18.975563,penalty,-0.943929
295,[1.6851638],"[-1.645298777161, 5.213646014589]",-21.915940,penalty,-0.874666
296,[1.7206078],"[-1.625359844744, 5.242949811100]",-24.847195,penalty,-0.818546
297,[1.7560517],"[-1.605420912326, 5.272253607610]",-27.771520,penalty,-0.773077
298,[1.7914957],"[-1.585481979909, 5.301557404121]",-30.690644,penalty,-0.736256
299,[1.8269396],"[-1.565543047492, 5.330861200631]",-33.605938,penalty,-0.706464
300,[1.8623836],"[-1.545604115075, 5.360164997142]",-36.518489,penalty,-0.682383
301,[1.8978275],"[-1.525665182658, 5.389468793652]",-39.429158,penalty,-0.662944
302,[1.9332715],"[-1.505726250240, 5.418772590163]",-42.338627,penalty,-0.647273
303,[1.9687154],"[-1.485787317823, 5.448076386674]",-45.247429,penalty,-0.634658
304,[2.0041594],"[-1.465848385406, 5.477380183184]",-48.155982,penalty,-0.624519
305,[2.0396033],"[-1.445909452989, 5.506683979695]",-51.064610,penalty,-0.616382
306,[2.0750473],"[-1.425970520571, 5.535987776205]",-53.973557,penalty,-0.609862
307,[2.1104912],"[-1.406031588154, 5.565291572716]",-56.883009,penalty,-0.604645
308,[2.1459352],"[-1.386092655737, 5.594595369226]",-59.793101,penalty,-0.600479
309,[2.1813791],"[-1.366153723320, 5.623899165737]",-62.703926,penalty,-0.597155
